State,Year,Month,Condition,BehavioralHealthService,ServiceCount,RatePer1000Beneficiaries,DataQuality
Idaho,2019,201906,Substance use disorder,Telehealth,14,0,
Idaho,2019,201907,Mental health disorder,Emergency department,"1,349",4.6,
Idaho,2019,201907,Substance use disorder,Emergency department,"1,225",4.2,
Idaho,2019,201907,Mental health disorder,Inpatient,"1,140",3.9,
Idaho,2019,201907,Substance use disorder,Inpatient,"1,046",3.6,
Idaho,2019,201907,Mental health disorder,Intensive outpatient/Partial hospitalization,127,0.4,
Idaho,2019,201907,Substance use disorder,Intensive outpatient/Partial hospitalization,"5,439",18.6,
Idaho,2019,201907,Mental health disorder,Outpatient,"69,375",237.1,
Idaho,2019,201907,Substance use disorder,Outpatient,929,3.2,
Idaho,2019,201907,Mental health disorder,Telehealth,29,0.1,
Idaho,2019,201907,Substance use disorder,Telehealth,28,0.1,
Idaho,2019,201908,Mental health disorder,Emergency department,"1,431",5,
Idaho,2019,201908,Substance use disorder,Emergency department,"1,321",4.6,
Idaho,2019,201908,Mental health disorder,Inpatient,"1,249",4.3,
Idaho,2019,201908,Substance use disorder,Inpatient,"1,030",3.6,
Idaho,2019,201908,Mental health disorder,Intensive outpatient/Partial hospitalization,112,0.4,
Idaho,2019,201908,Substance use disorder,Intensive outpatient/Partial hospitalization,"5,497",19.1,
Idaho,2019,201908,Mental health disorder,Outpatient,"69,681",242.3,
Idaho,2019,201908,Substance use disorder,Outpatient,876,3,
Idaho,2019,201908,Mental health disorder,Telehealth,44,0.2,
Idaho,2019,201908,Substance use disorder,Telehealth,26,0.1,
Idaho,2019,201909,Mental health disorder,Emergency department,"1,418",4.9,
Idaho,2019,201909,Substance use disorder,Emergency department,"1,277",4.4,
Idaho,2019,201909,Mental health disorder,Inpatient,"1,277",4.4,
Idaho,2019,201909,Substance use disorder,Inpatient,996,3.4,
Idaho,2019,201909,Mental health disorder,Intensive outpatient/Partial hospitalization,123,0.4,
Idaho,2019,201909,Substance use disorder,Intensive outpatient/Partial hospitalization,"4,978",17.2,
Idaho,2019,201909,Mental health disorder,Outpatient,"68,870",237.3,
Idaho,2019,201909,Substance use disorder,Outpatient,849,2.9,
Idaho,2019,201909,Mental health disorder,Telehealth,94,0.3,
Idaho,2019,201909,Substance use disorder,Telehealth,16,0.1,
Idaho,2019,201910,Mental health disorder,Emergency department,"1,453",5,
Idaho,2019,201910,Substance use disorder,Emergency department,"1,259",4.3,
Idaho,2019,201910,Mental health disorder,Inpatient,"1,255",4.3,
Idaho,2019,201910,Substance use disorder,Inpatient,"1,011",3.5,
Idaho,2019,201910,Mental health disorder,Intensive outpatient/Partial hospitalization,135,0.5,
Idaho,2019,201910,Substance use disorder,Intensive outpatient/Partial hospitalization,"5,758",19.7,
Idaho,2019,201910,Mental health disorder,Outpatient,"80,950",276.7,
Idaho,2019,201910,Substance use disorder,Outpatient,"1,021",3.5,
Idaho,2019,201910,Mental health disorder,Telehealth,120,0.4,
Idaho,2019,201910,Substance use disorder,Telehealth,DS,DS,
Idaho,2019,201911,Mental health disorder,Emergency department,"1,391",4.7,
Idaho,2019,201911,Substance use disorder,Emergency department,"1,214",4.1,
Idaho,2019,201911,Mental health disorder,Inpatient,"1,145",3.9,
Idaho,2019,201911,Substance use disorder,Inpatient,971,3.3,
Idaho,2019,201911,Mental health disorder,Intensive outpatient/Partial hospitalization,137,0.5,
Idaho,2019,201911,Substance use disorder,Intensive outpatient/Partial hospitalization,"4,920",16.7,
Idaho,2019,201911,Mental health disorder,Outpatient,"67,932",230.9,
Idaho,2019,201911,Substance use disorder,Outpatient,900,3.1,
Idaho,2019,201911,Mental health disorder,Telehealth,108,0.4,
Idaho,2019,201911,Substance use disorder,Telehealth,DS,DS,
Idaho,2019,201912,Mental health disorder,Emergency department,"1,466",5,
Idaho,2019,201912,Substance use disorder,Emergency department,"1,280",4.3,
Idaho,2019,201912,Mental health disorder,Inpatient,"1,109",3.8,
Idaho,2019,201912,Substance use disorder,Inpatient,959,3.2,
Idaho,2019,201912,Mental health disorder,Intensive outpatient/Partial hospitalization,162,0.5,
Idaho,2019,201912,Substance use disorder,Intensive outpatient/Partial hospitalization,"5,201",17.6,
Idaho,2019,201912,Mental health disorder,Outpatient,"67,198",227.6,
Idaho,2019,201912,Substance use disorder,Outpatient,975,3.3,
Idaho,2019,201912,Mental health disorder,Telehealth,120,0.4,
Idaho,2019,201912,Substance use disorder,Telehealth,DS,DS,
Idaho,2020,202001,Mental health disorder,Emergency department,"2,161",6.3,
Idaho,2020,202001,Substance use disorder,Emergency department,"2,360",6.9,
Idaho,2020,202001,Mental health disorder,Inpatient,"1,747",5.1,
Idaho,2020,202001,Substance use disorder,Inpatient,"1,567",4.6,
Idaho,2020,202001,Mental health disorder,Intensive outpatient/Partial hospitalization,236,0.7,
Idaho,2020,202001,Substance use disorder,Intensive outpatient/Partial hospitalization,"11,845",34.8,
Idaho,2020,202001,Mental health disorder,Outpatient,"88,033",258.6,
Idaho,2020,202001,Substance use disorder,Outpatient,"1,984",5.8,
Idaho,2020,202001,Mental health disorder,Telehealth,210,0.6,
Idaho,2020,202001,Substance use disorder,Telehealth,52,0.2,
Idaho,2020,202002,Mental health disorder,Emergency department,"2,205",6.3,
Idaho,2020,202002,Substance use disorder,Emergency department,"2,376",6.8,
Idaho,2020,202002,Mental health disorder,Inpatient,"1,688",4.8,
Idaho,2020,202002,Substance use disorder,Inpatient,"1,498",4.3,
Idaho,2020,202002,Mental health disorder,Intensive outpatient/Partial hospitalization,410,1.2,
Idaho,2020,202002,Substance use disorder,Intensive outpatient/Partial hospitalization,"12,600",36.2,
Idaho,2020,202002,Mental health disorder,Outpatient,"84,940",244,
Idaho,2020,202002,Substance use disorder,Outpatient,"1,930",5.5,
Idaho,2020,202002,Mental health disorder,Telehealth,230,0.7,
Idaho,2020,202002,Substance use disorder,Telehealth,70,0.2,
Idaho,2020,202003,Mental health disorder,Emergency department,"1,968",5.5,
Idaho,2020,202003,Substance use disorder,Emergency department,"2,502",7.1,
Idaho,2020,202003,Mental health disorder,Inpatient,"1,564",4.4,
Idaho,2020,202003,Substance use disorder,Inpatient,"1,442",4.1,
Idaho,2020,202003,Mental health disorder,Intensive outpatient/Partial hospitalization,464,1.3,
Idaho,2020,202003,Substance use disorder,Intensive outpatient/Partial hospitalization,"11,565",32.6,
Idaho,2020,202003,Mental health disorder,Outpatient,"74,773",210.9,
Idaho,2020,202003,Substance use disorder,Outpatient,"1,665",4.7,
Idaho,2020,202003,Mental health disorder,Telehealth,"7,994",22.5,
Idaho,2020,202003,Substance use disorder,Telehealth,"2,373",6.7,
Idaho,2020,202004,Mental health disorder,Emergency department,"1,644",4.5,
Idaho,2020,202004,Substance use disorder,Emergency department,"1,782",4.9,
Idaho,2020,202004,Mental health disorder,Inpatient,"1,336",3.7,
Idaho,2020,202004,Substance use disorder,Inpatient,"1,320",3.6,
Idaho,2020,202004,Mental health disorder,Intensive outpatient/Partial hospitalization,447,1.2,
Idaho,2020,202004,Substance use disorder,Intensive outpatient/Partial hospitalization,"7,319",20.2,
Idaho,2020,202004,Mental health disorder,Outpatient,"44,064",121.8,
Idaho,2020,202004,Substance use disorder,Outpatient,831,2.3,
Idaho,2020,202004,Mental health disorder,Telehealth,"30,355",83.9,
Idaho,2020,202004,Substance use disorder,Telehealth,"8,782",24.3,
Idaho,2020,202005,Mental health disorder,Emergency department,"1,916",5.2,
Idaho,2020,202005,Substance use disorder,Emergency department,"2,254",6.1,
Idaho,2020,202005,Mental health disorder,Inpatient,"1,613",4.4,
Idaho,2020,202005,Substance use disorder,Inpatient,"1,562",4.3,
Idaho,2020,202005,Mental health disorder,Intensive outpatient/Partial hospitalization,649,1.8,
Idaho,2020,202005,Substance use disorder,Intensive outpatient/Partial hospitalization,"7,321",20,
Idaho,2020,202005,Mental health disorder,Outpatient,"49,634",135.3,
Idaho,2020,202005,Substance use disorder,Outpatient,943,2.6,
Idaho,2020,202005,Mental health disorder,Telehealth,"23,887",65.1,
Idaho,2020,202005,Substance use disorder,Telehealth,"7,170",19.5,
Idaho,2020,202006,Mental health disorder,Emergency department,"1,997",5.4,
Idaho,2020,202006,Substance use disorder,Emergency department,"2,248",6,
Idaho,2020,202006,Mental health disorder,Inpatient,"1,793",4.8,
Idaho,2020,202006,Substance use disorder,Inpatient,"1,708",4.6,
Idaho,2020,202006,Mental health disorder,Intensive outpatient/Partial hospitalization,800,2.2,
Idaho,2020,202006,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,816",26.4,
Idaho,2020,202006,Mental health disorder,Outpatient,"61,273",164.9,
Idaho,2020,202006,Substance use disorder,Outpatient,"1,351",3.6,
Idaho,2020,202006,Mental health disorder,Telehealth,"21,447",57.7,
Idaho,2020,202006,Substance use disorder,Telehealth,"6,349",17.1,
Idaho,2020,202007,Mental health disorder,Emergency department,"1,961",5.2,
Idaho,2020,202007,Substance use disorder,Emergency department,"2,444",6.5,
Idaho,2020,202007,Mental health disorder,Inpatient,"1,737",4.6,
Idaho,2020,202007,Substance use disorder,Inpatient,"1,686",4.5,
Idaho,2020,202007,Mental health disorder,Intensive outpatient/Partial hospitalization,921,2.4,
Idaho,2020,202007,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,811",23.4,
Idaho,2020,202007,Mental health disorder,Outpatient,"53,474",141.8,
Idaho,2020,202007,Substance use disorder,Outpatient,"1,144",3,
Idaho,2020,202007,Mental health disorder,Telehealth,"24,041",63.7,
Idaho,2020,202007,Substance use disorder,Telehealth,"7,150",19,
Idaho,2020,202008,Mental health disorder,Emergency department,"1,930",5,
Idaho,2020,202008,Substance use disorder,Emergency department,"2,307",6,
Idaho,2020,202008,Mental health disorder,Inpatient,"1,782",4.6,
Idaho,2020,202008,Substance use disorder,Inpatient,"1,750",4.6,
Idaho,2020,202008,Mental health disorder,Intensive outpatient/Partial hospitalization,764,2,
Idaho,2020,202008,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,904",23.2,
Idaho,2020,202008,Mental health disorder,Outpatient,"53,754",140.2,
Idaho,2020,202008,Substance use disorder,Outpatient,"1,221",3.2,
Idaho,2020,202008,Mental health disorder,Telehealth,"23,239",60.6,
Idaho,2020,202008,Substance use disorder,Telehealth,"7,214",18.8,
Idaho,2020,202009,Mental health disorder,Emergency department,"1,603",4.1,
Idaho,2020,202009,Substance use disorder,Emergency department,"2,017",5.2,
Idaho,2020,202009,Mental health disorder,Inpatient,"1,614",4.2,
Idaho,2020,202009,Substance use disorder,Inpatient,"1,488",3.8,
Idaho,2020,202009,Mental health disorder,Intensive outpatient/Partial hospitalization,700,1.8,
Idaho,2020,202009,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,071",23.3,
Idaho,2020,202009,Mental health disorder,Outpatient,"59,099",152.1,
Idaho,2020,202009,Substance use disorder,Outpatient,"1,244",3.2,
Idaho,2020,202009,Mental health disorder,Telehealth,"23,543",60.6,
Idaho,2020,202009,Substance use disorder,Telehealth,"7,325",18.9,
Idaho,2020,202010,Mental health disorder,Emergency department,"1,903",4.8,
Idaho,2020,202010,Substance use disorder,Emergency department,"2,218",5.6,
Idaho,2020,202010,Mental health disorder,Inpatient,"1,854",4.7,
Idaho,2020,202010,Substance use disorder,Inpatient,"1,693",4.3,
Idaho,2020,202010,Mental health disorder,Intensive outpatient/Partial hospitalization,812,2.1,
Idaho,2020,202010,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,216",23.4,
Idaho,2020,202010,Mental health disorder,Outpatient,"61,830",157.2,
Idaho,2020,202010,Substance use disorder,Outpatient,"1,186",3,
Idaho,2020,202010,Mental health disorder,Telehealth,"25,311",64.4,
Idaho,2020,202010,Substance use disorder,Telehealth,"7,714",19.6,
Idaho,2020,202011,Mental health disorder,Emergency department,"1,707",4.3,
Idaho,2020,202011,Substance use disorder,Emergency department,"2,116",5.3,
Idaho,2020,202011,Mental health disorder,Inpatient,"1,726",4.3,
Idaho,2020,202011,Substance use disorder,Inpatient,"1,589",4,
Idaho,2020,202011,Mental health disorder,Intensive outpatient/Partial hospitalization,602,1.5,
Idaho,2020,202011,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,391",21.1,
Idaho,2020,202011,Mental health disorder,Outpatient,"53,746",134.9,
Idaho,2020,202011,Substance use disorder,Outpatient,"1,004",2.5,
Idaho,2020,202011,Mental health disorder,Telehealth,"24,750",62.1,
Idaho,2020,202011,Substance use disorder,Telehealth,"7,760",19.5,
Idaho,2020,202012,Mental health disorder,Emergency department,"1,601",4,
Idaho,2020,202012,Substance use disorder,Emergency department,"2,079",5.2,
Idaho,2020,202012,Mental health disorder,Inpatient,"1,418",3.5,
Idaho,2020,202012,Substance use disorder,Inpatient,"1,386",3.5,
Idaho,2020,202012,Mental health disorder,Intensive outpatient/Partial hospitalization,778,1.9,
Idaho,2020,202012,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,971",22.4,
Idaho,2020,202012,Mental health disorder,Outpatient,"54,924",137.2,
Idaho,2020,202012,Substance use disorder,Outpatient,976,2.4,
Idaho,2020,202012,Mental health disorder,Telehealth,"27,666",69.1,
Idaho,2020,202012,Substance use disorder,Telehealth,"8,649",21.6,
Idaho,2021,202101,Mental health disorder,Emergency department,"1,753",4.3,
Idaho,2021,202101,Substance use disorder,Emergency department,"2,408",5.9,
Idaho,2021,202101,Mental health disorder,Inpatient,"1,627",4,
Idaho,2021,202101,Substance use disorder,Inpatient,"1,487",3.6,
Idaho,2021,202101,Mental health disorder,Intensive outpatient/Partial hospitalization,867,2.1,
Idaho,2021,202101,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,246",22.6,
Idaho,2021,202101,Mental health disorder,Outpatient,"61,238",149.7,
Idaho,2021,202101,Substance use disorder,Outpatient,"1,086",2.7,
Idaho,2021,202101,Mental health disorder,Telehealth,"25,803",63.1,
Idaho,2021,202101,Substance use disorder,Telehealth,"7,395",18.1,
Idaho,2021,202102,Mental health disorder,Emergency department,"1,710",4.1,
Idaho,2021,202102,Substance use disorder,Emergency department,"1,953",4.7,
Idaho,2021,202102,Mental health disorder,Inpatient,"1,407",3.4,
Idaho,2021,202102,Substance use disorder,Inpatient,"1,225",3,
Idaho,2021,202102,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,047",2.5,
Idaho,2021,202102,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,385",22.8,
Idaho,2021,202102,Mental health disorder,Outpatient,"63,940",155.1,
Idaho,2021,202102,Substance use disorder,Outpatient,"1,146",2.8,
Idaho,2021,202102,Mental health disorder,Telehealth,"24,502",59.4,
Idaho,2021,202102,Substance use disorder,Telehealth,"7,394",17.9,
Idaho,2021,202103,Mental health disorder,Emergency department,"1,713",4.1,
Idaho,2021,202103,Substance use disorder,Emergency department,"2,095",5,
Idaho,2021,202103,Mental health disorder,Inpatient,"1,393",3.3,
Idaho,2021,202103,Substance use disorder,Inpatient,"1,200",2.9,
Idaho,2021,202103,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,394",3.3,
Idaho,2021,202103,Substance use disorder,Intensive outpatient/Partial hospitalization,"11,968",28.7,
Idaho,2021,202103,Mental health disorder,Outpatient,"74,673",179.2,
Idaho,2021,202103,Substance use disorder,Outpatient,"1,410",3.4,
Idaho,2021,202103,Mental health disorder,Telehealth,"24,425",58.6,
Idaho,2021,202103,Substance use disorder,Telehealth,"7,684",18.4,
Idaho,2021,202104,Mental health disorder,Emergency department,"1,920",4.6,
Idaho,2021,202104,Substance use disorder,Emergency department,"2,535",6,
Idaho,2021,202104,Mental health disorder,Inpatient,"1,559",3.7,
Idaho,2021,202104,Substance use disorder,Inpatient,"1,332",3.2,
Idaho,2021,202104,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,441",3.4,
Idaho,2021,202104,Substance use disorder,Intensive outpatient/Partial hospitalization,"11,787",28,
Idaho,2021,202104,Mental health disorder,Outpatient,"74,888",178.1,
Idaho,2021,202104,Substance use disorder,Outpatient,"1,288",3.1,
Idaho,2021,202104,Mental health disorder,Telehealth,"20,950",49.8,
Idaho,2021,202104,Substance use disorder,Telehealth,"6,450",15.3,
Idaho,2021,202105,Mental health disorder,Emergency department,"1,927",4.6,
Idaho,2021,202105,Substance use disorder,Emergency department,"2,655",6.3,
Idaho,2021,202105,Mental health disorder,Inpatient,"1,616",3.8,
Idaho,2021,202105,Substance use disorder,Inpatient,"1,375",3.2,
Idaho,2021,202105,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,145",2.7,
Idaho,2021,202105,Substance use disorder,Intensive outpatient/Partial hospitalization,"11,063",26.1,
Idaho,2021,202105,Mental health disorder,Outpatient,"70,124",165.7,
Idaho,2021,202105,Substance use disorder,Outpatient,"1,254",3,
Idaho,2021,202105,Mental health disorder,Telehealth,"17,486",41.3,
Idaho,2021,202105,Substance use disorder,Telehealth,"5,973",14.1,
Idaho,2021,202106,Mental health disorder,Emergency department,"1,636",3.9,
Idaho,2021,202106,Substance use disorder,Emergency department,"2,525",6,
Idaho,2021,202106,Mental health disorder,Inpatient,"1,444",3.4,
Idaho,2021,202106,Substance use disorder,Inpatient,"1,272",3,
Idaho,2021,202106,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,257",3,
Idaho,2021,202106,Substance use disorder,Intensive outpatient/Partial hospitalization,"13,177",31.2,
Idaho,2021,202106,Mental health disorder,Outpatient,"71,205",168.4,
Idaho,2021,202106,Substance use disorder,Outpatient,"1,527",3.6,
Idaho,2021,202106,Mental health disorder,Telehealth,"17,708",41.9,
Idaho,2021,202106,Substance use disorder,Telehealth,"5,573",13.2,
Idaho,2021,202107,Mental health disorder,Emergency department,"1,765",4.1,
Idaho,2021,202107,Substance use disorder,Emergency department,"2,832",6.6,
Idaho,2021,202107,Mental health disorder,Inpatient,"1,524",3.6,
Idaho,2021,202107,Substance use disorder,Inpatient,"1,338",3.1,
Idaho,2021,202107,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,360",3.2,
Idaho,2021,202107,Substance use disorder,Intensive outpatient/Partial hospitalization,"12,411",29.1,
Idaho,2021,202107,Mental health disorder,Outpatient,"67,173",157.5,
Idaho,2021,202107,Substance use disorder,Outpatient,"1,377",3.2,
Idaho,2021,202107,Mental health disorder,Telehealth,"15,602",36.6,
Idaho,2021,202107,Substance use disorder,Telehealth,"4,595",10.8,
Idaho,2021,202108,Mental health disorder,Emergency department,"1,639",3.8,
Idaho,2021,202108,Substance use disorder,Emergency department,"2,589",6,
Idaho,2021,202108,Mental health disorder,Inpatient,"1,376",3.2,
Idaho,2021,202108,Substance use disorder,Inpatient,"1,187",2.8,
Idaho,2021,202108,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,367",3.2,
Idaho,2021,202108,Substance use disorder,Intensive outpatient/Partial hospitalization,"12,824",29.9,
Idaho,2021,202108,Mental health disorder,Outpatient,"70,125",163.4,
Idaho,2021,202108,Substance use disorder,Outpatient,"1,409",3.3,
Idaho,2021,202108,Mental health disorder,Telehealth,"16,282",37.9,
Idaho,2021,202108,Substance use disorder,Telehealth,"4,924",11.5,
Idaho,2021,202109,Mental health disorder,Emergency department,"1,443",3.3,
Idaho,2021,202109,Substance use disorder,Emergency department,"2,419",5.6,
Idaho,2021,202109,Mental health disorder,Inpatient,"1,318",3,
Idaho,2021,202109,Substance use disorder,Inpatient,"1,076",2.5,
Idaho,2021,202109,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,211",2.8,
Idaho,2021,202109,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,743",24.9,
Idaho,2021,202109,Mental health disorder,Outpatient,"69,536",160.9,
Idaho,2021,202109,Substance use disorder,Outpatient,"1,377",3.2,
Idaho,2021,202109,Mental health disorder,Telehealth,"17,030",39.4,
Idaho,2021,202109,Substance use disorder,Telehealth,"5,092",11.8,
Idaho,2021,202110,Mental health disorder,Emergency department,"1,358",3.1,
Idaho,2021,202110,Substance use disorder,Emergency department,"2,392",5.5,
Idaho,2021,202110,Mental health disorder,Inpatient,"1,206",2.8,
Idaho,2021,202110,Substance use disorder,Inpatient,"1,062",2.4,
Idaho,2021,202110,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,320",3,
Idaho,2021,202110,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,347",23.8,
Idaho,2021,202110,Mental health disorder,Outpatient,"71,200",163.5,
Idaho,2021,202110,Substance use disorder,Outpatient,"1,262",2.9,
Idaho,2021,202110,Mental health disorder,Telehealth,"16,865",38.7,
Idaho,2021,202110,Substance use disorder,Telehealth,"5,202",11.9,
Idaho,2021,202111,Mental health disorder,Emergency department,"1,322",3,
Idaho,2021,202111,Substance use disorder,Emergency department,"2,401",5.5,
Idaho,2021,202111,Mental health disorder,Inpatient,"1,203",2.7,
Idaho,2021,202111,Substance use disorder,Inpatient,"1,082",2.5,
Idaho,2021,202111,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,343",3.1,
Idaho,2021,202111,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,670",24.3,
Idaho,2021,202111,Mental health disorder,Outpatient,"71,732",163.5,
Idaho,2021,202111,Substance use disorder,Outpatient,"1,382",3.1,
Idaho,2021,202111,Mental health disorder,Telehealth,"16,215",37,
Idaho,2021,202111,Substance use disorder,Telehealth,"5,115",11.7,
Idaho,2021,202112,Mental health disorder,Emergency department,"1,138",2.6,
Idaho,2021,202112,Substance use disorder,Emergency department,"2,284",5.2,
Idaho,2021,202112,Mental health disorder,Inpatient,955,2.2,
Idaho,2021,202112,Substance use disorder,Inpatient,913,2.1,
Idaho,2021,202112,Mental health disorder,Intensive outpatient/Partial hospitalization,"1,130",2.6,
Idaho,2021,202112,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,351",18.9,
Idaho,2021,202112,Mental health disorder,Outpatient,"62,206",140.6,
Idaho,2021,202112,Substance use disorder,Outpatient,"1,096",2.5,
Idaho,2021,202112,Mental health disorder,Telehealth,"15,223",34.4,
Idaho,2021,202112,Substance use disorder,Telehealth,"4,305",9.7,
Illinois,2018,201801,Mental health disorder,Emergency department,"7,627",2.4,
Illinois,2018,201801,Substance use disorder,Emergency department,"10,100",3.2,
Illinois,2018,201801,Mental health disorder,Inpatient,"11,988",3.7,
Illinois,2018,201801,Substance use disorder,Inpatient,"13,825",4.3,
Illinois,2018,201801,Mental health disorder,Intensive outpatient/Partial hospitalization,717,0.2,
Illinois,2018,201801,Substance use disorder,Intensive outpatient/Partial hospitalization,"51,955",16.2,
Illinois,2018,201801,Mental health disorder,Outpatient,"379,275",118.3,
Illinois,2018,201801,Substance use disorder,Outpatient,"1,306",0.4,
Illinois,2018,201801,Mental health disorder,Telehealth,133,0,
Illinois,2018,201801,Substance use disorder,Telehealth,62,0,
Illinois,2018,201802,Mental health disorder,Emergency department,"6,835",2.2,
Illinois,2018,201802,Substance use disorder,Emergency department,"8,882",2.8,
Illinois,2018,201802,Mental health disorder,Inpatient,"10,365",3.3,
Illinois,2018,201802,Substance use disorder,Inpatient,"11,643",3.7,
Illinois,2018,201802,Mental health disorder,Intensive outpatient/Partial hospitalization,749,0.2,
Illinois,2018,201802,Substance use disorder,Intensive outpatient/Partial hospitalization,"47,494",15,
Illinois,2018,201802,Mental health disorder,Outpatient,"348,661",110.4,
Illinois,2018,201802,Substance use disorder,Outpatient,"1,244",0.4,
Illinois,2018,201802,Mental health disorder,Telehealth,118,0,
Illinois,2018,201802,Substance use disorder,Telehealth,64,0,
Illinois,2018,201803,Mental health disorder,Emergency department,"7,843",2.5,
Illinois,2018,201803,Substance use disorder,Emergency department,"9,875",3.1,
Illinois,2018,201803,Mental health disorder,Inpatient,"11,159",3.6,
Illinois,2018,201803,Substance use disorder,Inpatient,"13,052",4.2,
Illinois,2018,201803,Mental health disorder,Intensive outpatient/Partial hospitalization,805,0.3,
Illinois,2018,201803,Substance use disorder,Intensive outpatient/Partial hospitalization,"51,637",16.5,
Illinois,2018,201803,Mental health disorder,Outpatient,"389,988",124.3,
Illinois,2018,201803,Substance use disorder,Outpatient,"1,333",0.4,
Illinois,2018,201803,Mental health disorder,Telehealth,121,0,
Illinois,2018,201803,Substance use disorder,Telehealth,54,0,
Illinois,2018,201804,Mental health disorder,Emergency department,"7,502",2.4,
Illinois,2018,201804,Substance use disorder,Emergency department,"10,091",3.2,
Illinois,2018,201804,Mental health disorder,Inpatient,"10,650",3.4,
Illinois,2018,201804,Substance use disorder,Inpatient,"12,217",3.9,
Illinois,2018,201804,Mental health disorder,Intensive outpatient/Partial hospitalization,657,0.2,
Illinois,2018,201804,Substance use disorder,Intensive outpatient/Partial hospitalization,"58,166",18.7,
Illinois,2018,201804,Mental health disorder,Outpatient,"372,072",119.4,
Illinois,2018,201804,Substance use disorder,Outpatient,"1,345",0.4,
Illinois,2018,201804,Mental health disorder,Telehealth,120,0,
Illinois,2018,201804,Substance use disorder,Telehealth,48,0,
Illinois,2018,201805,Mental health disorder,Emergency department,"8,031",2.6,
Illinois,2018,201805,Substance use disorder,Emergency department,"10,602",3.4,
Illinois,2018,201805,Mental health disorder,Inpatient,"10,930",3.5,
Illinois,2018,201805,Substance use disorder,Inpatient,"12,550",4,
Illinois,2018,201805,Mental health disorder,Intensive outpatient/Partial hospitalization,804,0.3,
Illinois,2018,201805,Substance use disorder,Intensive outpatient/Partial hospitalization,"61,053",19.5,
Illinois,2018,201805,Mental health disorder,Outpatient,"379,333",121.1,
Illinois,2018,201805,Substance use disorder,Outpatient,"1,513",0.5,
Illinois,2018,201805,Mental health disorder,Telehealth,143,0,
Illinois,2018,201805,Substance use disorder,Telehealth,76,0,
Illinois,2018,201806,Mental health disorder,Emergency department,"7,452",2.4,
Illinois,2018,201806,Substance use disorder,Emergency department,"10,109",3.2,
Illinois,2018,201806,Mental health disorder,Inpatient,"10,645",3.4,
Illinois,2018,201806,Substance use disorder,Inpatient,"12,371",4,
Illinois,2018,201806,Mental health disorder,Intensive outpatient/Partial hospitalization,734,0.2,
Illinois,2018,201806,Substance use disorder,Intensive outpatient/Partial hospitalization,"54,267",17.4,
Illinois,2018,201806,Mental health disorder,Outpatient,"346,302",110.9,
Illinois,2018,201806,Substance use disorder,Outpatient,"1,302",0.4,
Illinois,2018,201806,Mental health disorder,Telehealth,115,0,
Illinois,2018,201806,Substance use disorder,Telehealth,83,0,
Illinois,2018,201807,Mental health disorder,Emergency department,"7,475",2.4,
Illinois,2018,201807,Substance use disorder,Emergency department,"10,691",3.4,
Illinois,2018,201807,Mental health disorder,Inpatient,"12,125",3.9,
Illinois,2018,201807,Substance use disorder,Inpatient,"14,684",4.7,
Illinois,2018,201807,Mental health disorder,Intensive outpatient/Partial hospitalization,603,0.2,
Illinois,2018,201807,Substance use disorder,Intensive outpatient/Partial hospitalization,"59,223",19,
Illinois,2018,201807,Mental health disorder,Outpatient,"342,975",110.2,
Illinois,2018,201807,Substance use disorder,Outpatient,"1,373",0.4,
Illinois,2018,201807,Mental health disorder,Telehealth,150,0,
Illinois,2018,201807,Substance use disorder,Telehealth,65,0,
Illinois,2018,201808,Mental health disorder,Emergency department,"7,723",2.5,
Illinois,2018,201808,Substance use disorder,Emergency department,"11,125",3.6,
Illinois,2018,201808,Mental health disorder,Inpatient,"12,209",3.9,
Illinois,2018,201808,Substance use disorder,Inpatient,"14,505",4.7,
Illinois,2018,201808,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,487",0.8,
Illinois,2018,201808,Substance use disorder,Intensive outpatient/Partial hospitalization,"66,532",21.4,
Illinois,2018,201808,Mental health disorder,Outpatient,"367,568",118.4,
Illinois,2018,201808,Substance use disorder,Outpatient,"1,567",0.5,
Illinois,2018,201808,Mental health disorder,Telehealth,158,0.1,
Illinois,2018,201808,Substance use disorder,Telehealth,82,0,
